"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] RestaurantNameComparatotLevenshtein record1Value","[0] RestaurantNameComparatotLevenshtein record2Value","[0] RestaurantNameComparatotLevenshtein record1PreprocessedValue","[0] RestaurantNameComparatotLevenshtein record2PreprocessedValue","[0] RestaurantNameComparatotLevenshtein similarity","[0] RestaurantNameComparatotLevenshtein postproccesedSimilarity","[1] RestaurantAddressComparatorLevenshtein record1Value","[1] RestaurantAddressComparatorLevenshtein record2Value","[1] RestaurantAddressComparatorLevenshtein record1PreprocessedValue","[1] RestaurantAddressComparatorLevenshtein record2PreprocessedValue","[1] RestaurantAddressComparatorLevenshtein similarity","[1] RestaurantAddressComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","zomato_6055","yelp_623","0.21413043478260868",,"burger heaven","new kam hing coffee shop","burger heaven","new kam hing coffee shop","0.125","0.125","20 e 49th street","119 baxter street ste b","20 e 49th street","119 baxter street ste b","0.34782608695652173","0.34782608695652173"
"LinearCombinationMatchingRule","zomato_6608","yelp_322","0.1858823529411765",,"hi life bar grill","hunters","hi life bar grill","hunters","0.17647058823529416","0.17647058823529416","477 amsterdam avenue","213 smith street","477 amsterdam avenue","213 smith street","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","zomato_6820","yelp_546","0.1447368421052632",,"nyonya","pepolino restaurant","nyonya","pepolino restaurant","0.1578947368421053","0.1578947368421053","199 grand street","281 w broadway","199 grand street","281 w broadway","0.125","0.125"
"LinearCombinationMatchingRule","zomato_6820","yelp_547","0.325",,"nyonya","david burke kitchen","nyonya","david burke kitchen","0.0","0.0","199 grand street","23 grand street","199 grand street","23 grand street","0.8125","0.8125"
"LinearCombinationMatchingRule","zomato_572","yelp_2637","0.12071428571428573",,"howells hood","sapori trattoria","howells hood","sapori trattoria","0.125","0.125","tribune tower 435 n michigan avenue","2701 n halsted street","tribune tower 435 n michigan avenue","2701 n halsted street","0.11428571428571432","0.11428571428571432"
"LinearCombinationMatchingRule","zomato_3402","yelp_1143","0.2153846153846154",,"kokekokko","arashi sushi","kokekokko","arashi sushi","0.0","0.0","123 onizuka street ste 203","1111 hope street ste 100","123 onizuka street ste 203","1111 hope street ste 100","0.5384615384615384","0.5384615384615384"
"LinearCombinationMatchingRule","zomato_3402","yelp_1142","0.1318681318681319",,"kokekokko","gc marketplace","kokekokko","gc marketplace","0.1428571428571429","0.1428571428571429","123 onizuka street ste 203","3315 cahuenga boulevard w","123 onizuka street ste 203","3315 cahuenga boulevard w","0.11538461538461542","0.11538461538461542"
"LinearCombinationMatchingRule","zomato_2609","yelp_1760","0.165034965034965",,"mori sushi","froma melrose","mori sushi","froma melrose","0.15384615384615385","0.15384615384615385","11500 w pico boulevard","7960 melrose avenue","11500 w pico boulevard","7960 melrose avenue","0.18181818181818177","0.18181818181818177"
"LinearCombinationMatchingRule","zomato_2609","yelp_1761","0.1509090909090909",,"mori sushi","shin ramen","mori sushi","shin ramen","0.09999999999999998","0.09999999999999998","11500 w pico boulevard","1655 n la brea avenue","11500 w pico boulevard","1655 n la brea avenue","0.2272727272727273","0.2272727272727273"
"LinearCombinationMatchingRule","zomato_7359","yelp_508","0.08424908424908423",,"piccolo fiore","murasaki","piccolo fiore","murasaki","0.07692307692307687","0.07692307692307687","230 east 44th street","4644 vernon boulevard","230 east 44th street","4644 vernon boulevard","0.09523809523809523","0.09523809523809523"
"LinearCombinationMatchingRule","zomato_7359","yelp_509","0.12615384615384612",,"piccolo fiore","buster","piccolo fiore","buster","0.07692307692307687","0.07692307692307687","230 east 44th street","892 amsterdam avenue","230 east 44th street","892 amsterdam avenue","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","zomato_3139","yelp_1715","0.29601518026565465",,"earl gourmet grub","boiling crab","earl gourmet grub","boiling crab","0.23529411764705888","0.23529411764705888","12226 venice boulevard","3377 wilshire boulevard ste 115","12226 venice boulevard","3377 wilshire boulevard ste 115","0.3870967741935484","0.3870967741935484"
"LinearCombinationMatchingRule","zomato_1991","yelp_8047","0.30793650793650795",,"original italian cafe","joyce gigi kitchen","original italian cafe","joyce gigi kitchen","0.1428571428571429","0.1428571428571429","115 field street","1623 n hall street","115 field street","1623 n hall street","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","zomato_3353","yelp_1931","0.22222222222222224",,"tofu ya","baltaire","tofu ya","baltaire","0.0","0.0","2021 sawtelle boulevard","11647 san vicente boulevard","2021 sawtelle boulevard","11647 san vicente boulevard","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","zomato_3353","yelp_1930","0.32179487179487176",,"tofu ya","fukurou ramen","tofu ya","fukurou ramen","0.23076923076923073","0.23076923076923073","2021 sawtelle boulevard","5103 hollywood boulevard","2021 sawtelle boulevard","5103 hollywood boulevard","0.45833333333333337","0.45833333333333337"
"LinearCombinationMatchingRule","zomato_6631","yelp_383","0.16883116883116883",,"le parisien","bao","le parisien","bao","0.09090909090909094","0.09090909090909094","163 e 33rd street","13 street marks place","163 e 33rd street","13 street marks place","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","zomato_6631","yelp_382","0.3313131313131313",,"le parisien","caf ollin","le parisien","caf ollin","0.18181818181818177","0.18181818181818177","163 e 33rd street","339 e 108th street","163 e 33rd street","339 e 108th street","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","zomato_7354","yelp_517","0.2246153846153846",,"caliente cab co","oda house","caliente cab co","oda house","0.06666666666666665","0.06666666666666665","61 7th avenue","76 avenue b","61 7th avenue","76 avenue b","0.46153846153846156","0.46153846153846156"
"LinearCombinationMatchingRule","zomato_7354","yelp_516","0.18552036199095023",,"caliente cab co","wajima japanese restaurant","caliente cab co","wajima japanese restaurant","0.23076923076923073","0.23076923076923073","61 7th avenue","134 e 61st street","61 7th avenue","134 e 61st street","0.11764705882352944","0.11764705882352944"
"LinearCombinationMatchingRule","zomato_3747","yelp_1491","0.27450980392156865",,"culina restaurant","wurstk che","culina restaurant","wurstk che","0.23529411764705888","0.23529411764705888","300 doheny drive","800 e third street","300 doheny drive","800 e third street","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","zomato_2734","yelp_1898","0.2571428571428571",,"new japan take","island fresh","new japan take","island fresh","0.0714285714285714","0.0714285714285714","11283 santa monica boulevard","5101 w pico boulevard","11283 santa monica boulevard","5101 w pico boulevard","0.5357142857142857","0.5357142857142857"
"LinearCombinationMatchingRule","zomato_554","yelp_2615","0.21795665634674927",,"birchwood kitchen","seven lions","birchwood kitchen","seven lions","0.11764705882352944","0.11764705882352944","2211 w north avenue","130 michigan avenue","2211 w north avenue","130 michigan avenue","0.368421052631579","0.368421052631579"
"LinearCombinationMatchingRule","zomato_3260","yelp_1864","0.20659340659340658",,"melanee thai","cabbage patch","melanee thai","cabbage patch","0.15384615384615385","0.15384615384615385","9562 w pico boulevard","520 w 6th street","9562 w pico boulevard","520 w 6th street","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","zomato_3823","yelp_1599","0.2846153846153846",,"fat sal","veggie grill","fat sal","veggie grill","0.16666666666666663","0.16666666666666663","1300 north highland avenue","110 fairfax avenue","1300 north highland avenue","110 fairfax avenue","0.46153846153846156","0.46153846153846156"
"LinearCombinationMatchingRule","zomato_3823","yelp_1598","0.13653846153846155",,"fat sal","zankou chicken hollywood","fat sal","zankou chicken hollywood","0.125","0.125","1300 north highland avenue","5065 sunset boulevard","1300 north highland avenue","5065 sunset boulevard","0.15384615384615385","0.15384615384615385"
"LinearCombinationMatchingRule","zomato_7198","yelp_362","0.07058823529411766",,"gyu kaku","carmine","gyu kaku","carmine","0.0","0.0","34 cooper square","200 w 44th street","34 cooper square","200 w 44th street","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","zomato_3260","yelp_1865","0.37631578947368416",,"melanee thai","feng mao lamb kebab","melanee thai","feng mao lamb kebab","0.21052631578947367","0.21052631578947367","9562 w pico boulevard","3901 w olympic boulevard","9562 w pico boulevard","3901 w olympic boulevard","0.625","0.625"
"LinearCombinationMatchingRule","zomato_554","yelp_2616","0.3316526610644258",,"birchwood kitchen","big bricks","birchwood kitchen","big bricks","0.23529411764705888","0.23529411764705888","2211 w north avenue","3832 n lincoln avenue","2211 w north avenue","3832 n lincoln avenue","0.47619047619047616","0.47619047619047616"
"LinearCombinationMatchingRule","zomato_4091","yelp_1255","0.14968944099378884",,"kendall brasserie bar","da jeong korean cuisine","kendall brasserie bar","da jeong korean cuisine","0.13043478260869568","0.13043478260869568","135 n grand avenue","3909 1 2 w olympic boulevard","135 n grand avenue","3909 1 2 w olympic boulevard","0.1785714285714286","0.1785714285714286"
"LinearCombinationMatchingRule","zomato_2507","yelp_1681","0.12956521739130433",,"govinda natural food","thank coming","govinda natural food","thank coming","0.09999999999999998","0.09999999999999998","3764 watseka avenue","3416 glendale boulevard","3764 watseka avenue","3416 glendale boulevard","0.17391304347826086","0.17391304347826086"
"LinearCombinationMatchingRule","zomato_4091","yelp_1254","0.1690476190476191",,"kendall brasserie bar","trattoria bella roma","kendall brasserie bar","trattoria bella roma","0.1428571428571429","0.1428571428571429","135 n grand avenue","1509 robertson boulevard","135 n grand avenue","1509 robertson boulevard","0.20833333333333337","0.20833333333333337"
"LinearCombinationMatchingRule","zomato_456","yelp_2515","0.06315789473684212",,"lokal","benjyehuda","lokal","benjyehuda","0.0","0.0","1904 w north avenue","2485 n clark street","1904 w north avenue","2485 n clark street","0.1578947368421053","0.1578947368421053"
"LinearCombinationMatchingRule","zomato_7244","yelp_401","0.1393939393939394",,"bagatelle","obao","bagatelle","obao","0.11111111111111116","0.11111111111111116","1 little w 12th street","647 9th avenue","1 little w 12th street","647 9th avenue","0.18181818181818177","0.18181818181818177"
"LinearCombinationMatchingRule","zomato_6701","yelp_447","0.23333333333333336",,"dining room modern","sukhumvit 51","dining room modern","sukhumvit 51","0.05555555555555558","0.05555555555555558","9 west 53rd street","224 e 51st street","9 west 53rd street","224 e 51st street","0.5","0.5"
"LinearCombinationMatchingRule","zomato_6701","yelp_446","0.2888888888888889",,"dining room modern","freshbites","dining room modern","freshbites","0.11111111111111116","0.11111111111111116","9 west 53rd street","56 e 34 street","9 west 53rd street","56 e 34 street","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","zomato_864","yelp_2096","0.2017391304347826",,"gale street inn","blackwood bbq","gale street inn","blackwood bbq","0.1333333333333333","0.1333333333333333","4914 n milwaukee avenue","305 w lake street","4914 n milwaukee avenue","305 w lake street","0.30434782608695654","0.30434782608695654"
"LinearCombinationMatchingRule","zomato_864","yelp_2097","0.1669565217391304",,"gale street inn","zenwich","gale street inn","zenwich","0.1333333333333333","0.1333333333333333","4914 n milwaukee avenue","206 w van buren street","4914 n milwaukee avenue","206 w van buren street","0.21739130434782605","0.21739130434782605"
"LinearCombinationMatchingRule","zomato_6629","yelp_344","0.24842105263157893",,"manousheh","grand bar grill","manousheh","grand bar grill","0.1333333333333333","0.1333333333333333","193 bleecker street","647 grand street","193 bleecker street","647 grand street","0.42105263157894735","0.42105263157894735"
"LinearCombinationMatchingRule","zomato_6603","yelp_330","0.2143540669856459",,"pappardella","joe allen","pappardella","joe allen","0.18181818181818177","0.18181818181818177","316 columbus avenue","326 w 46th street","316 columbus avenue","326 w 46th street","0.26315789473684215","0.26315789473684215"
"LinearCombinationMatchingRule","zomato_6190","yelp_740","0.1673076923076923",,"smith","freemans","smith","freemans","0.125","0.125","55 third avenue","191 chrystie street ste 2f","55 third avenue","191 chrystie street ste 2f","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","zomato_3903","yelp_1652","0.22797202797202798",,"il tramezzino","falafel arax","il tramezzino","falafel arax","0.07692307692307687","0.07692307692307687","13031 ventura boulevard","5101 santa monica boulevard ste 2","13031 ventura boulevard","5101 santa monica boulevard ste 2","0.4545454545454546","0.4545454545454546"
"LinearCombinationMatchingRule","zomato_6664","yelp_392","0.10671936758893283",,"gaetana cucina italiana","fair weather bushwick","gaetana cucina italiana","fair weather bushwick","0.08695652173913049","0.08695652173913049","143 christopher street","274 wyckoff avenue","143 christopher street","274 wyckoff avenue","0.13636363636363635","0.13636363636363635"
"LinearCombinationMatchingRule","zomato_3171","yelp_1770","0.4416149068322982",,"urban ramen","zankou chicken","urban ramen","zankou chicken","0.2142857142857143","0.2142857142857143","7300 sunset boulevard","7851 w sunset boulevard","7300 sunset boulevard","7851 w sunset boulevard","0.782608695652174","0.782608695652174"
"LinearCombinationMatchingRule","zomato_4180","yelp_1349","0.25766233766233765",,"ca del sole","el paisano","ca del sole","el paisano","0.18181818181818177","0.18181818181818177","4100 cahuenga boulevard toluca lake","1185 w sunset boulevard","4100 cahuenga boulevard toluca lake","1185 w sunset boulevard","0.37142857142857144","0.37142857142857144"
"LinearCombinationMatchingRule","zomato_1520","yelp_7989","0.3380804953560371",,"norma cafe","coconut fish cafe","norma cafe","coconut fish cafe","0.3529411764705882","0.3529411764705882","1123 w davis street","5600 w lovers lane","1123 w davis street","5600 w lovers lane","0.3157894736842105","0.3157894736842105"
"LinearCombinationMatchingRule","zomato_6755","yelp_489","0.24201680672268905",,"seamore","saleya","seamore","saleya","0.2857142857142857","0.2857142857142857","390 broome street","65 w broadway","390 broome street","65 w broadway","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","zomato_6648","yelp_376","0.11730769230769231",,"chelsea grill hell kitchen","lombardi pizza","chelsea grill hell kitchen","lombardi pizza","0.15384615384615385","0.15384615384615385","675 9th avenue","32 spring street","675 9th avenue","32 spring street","0.0625","0.0625"
"LinearCombinationMatchingRule","zomato_97","yelp_2451","0.18571428571428575",,"prosecco","restaurante el mogote","prosecco","restaurante el mogote","0.1428571428571429","0.1428571428571429","710 n wells street","4959 n kedzie avenue","710 n wells street","4959 n kedzie avenue","0.25","0.25"
"LinearCombinationMatchingRule","zomato_3326","yelp_1925","0.32173913043478264",,"pizza buona","el grullense restaurant","pizza buona","el grullense restaurant","0.13043478260869568","0.13043478260869568","2100 w sunset boulevard","2274 w pico boulevard","2100 w sunset boulevard","2274 w pico boulevard","0.6086956521739131","0.6086956521739131"
"LinearCombinationMatchingRule","zomato_7361","yelp_500","0.35897435897435903",,"riposo 46","cafe zona sur","riposo 46","cafe zona sur","0.15384615384615385","0.15384615384615385","667 9th avenue","4314 4th avenue","667 9th avenue","4314 4th avenue","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","zomato_830","yelp_2067","0.19047619047619047",,"vivo","la cr perie","vivo","la cr perie","0.0","0.0","838 w randolph street","2845 n clark street","838 w randolph street","2845 n clark street","0.47619047619047616","0.47619047619047616"
"LinearCombinationMatchingRule","zomato_97","yelp_2452","0.2134387351778656",,"prosecco","staropolska restaurant","prosecco","staropolska restaurant","0.18181818181818177","0.18181818181818177","710 n wells street","3030 n milwaukee avenue","710 n wells street","3030 n milwaukee avenue","0.26086956521739135","0.26086956521739135"
"LinearCombinationMatchingRule","zomato_7387","yelp_526","0.18055555555555558",,"artie new york delicatessen","abc kitchen","artie new york delicatessen","abc kitchen","0.2592592592592593","0.2592592592592593","2290 broadway","35 e 18th street","2290 broadway","35 e 18th street","0.0625","0.0625"
"LinearCombinationMatchingRule","zomato_794","yelp_2863","0.055172413793103475",,"bella bacino","windsor","bella bacino","windsor","0.0","0.0","river hotel 75 e wacker drive","160 e huron","river hotel 75 e wacker drive","160 e huron","0.13793103448275867","0.13793103448275867"
"LinearCombinationMatchingRule","zomato_6181","yelp_755","0.13",,"meijin ramen dessert bar","rye","meijin ramen dessert bar","rye","0.08333333333333337","0.08333333333333337","1574 2nd avenue","247 1st street","1574 2nd avenue","247 1st street","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","zomato_2712","yelp_1872","0.16571428571428576",,"tokyo delve sushi bar","new school kitchen","tokyo delve sushi bar","new school kitchen","0.04761904761904767","0.04761904761904767","5239 lankershim boulevard","11301 w olympic boulevard suite 106","5239 lankershim boulevard","11301 w olympic boulevard suite 106","0.34285714285714286","0.34285714285714286"
"LinearCombinationMatchingRule","zomato_4260","yelp_1427","0.09325513196480942",,"frying fish","lotus","frying fish","lotus","0.09090909090909094","0.09090909090909094","120 japanese village plaza mall","3742 flower street","120 japanese village plaza mall","3742 flower street","0.09677419354838712","0.09677419354838712"
"LinearCombinationMatchingRule","zomato_2712","yelp_1873","0.14971428571428574",,"tokyo delve sushi bar","pizzeria mozza","tokyo delve sushi bar","pizzeria mozza","0.1428571428571429","0.1428571428571429","5239 lankershim boulevard","641 n highland avenue","5239 lankershim boulevard","641 n highland avenue","0.16000000000000003","0.16000000000000003"
"LinearCombinationMatchingRule","zomato_4260","yelp_1426","0.02580645161290325",,"frying fish","lobos truck","frying fish","lobos truck","0.0","0.0","120 japanese village plaza mall","nan","120 japanese village plaza mall","nan","0.06451612903225812","0.06451612903225812"
"LinearCombinationMatchingRule","zomato_155","yelp_2213","0.25434782608695655",,"jeni splendid ice creams","el nuevo mexicano","jeni splendid ice creams","el nuevo mexicano","0.25","0.25","3404 n southport avenue","2914 n clark street","3404 n southport avenue","2914 n clark street","0.26086956521739135","0.26086956521739135"
"LinearCombinationMatchingRule","zomato_6524","yelp_270","0.10526315789473686",,"molly","cuba","molly","cuba","0.0","0.0","287 third avenue","222 thompson street","287 third avenue","222 thompson street","0.26315789473684215","0.26315789473684215"
"LinearCombinationMatchingRule","zomato_736","yelp_2803","0.10615384615384613",,"ramen san","sol de mexico","ramen san","sol de mexico","0.07692307692307687","0.07692307692307687","59 w hubbard street","3018 n cicero avenue","59 w hubbard street","3018 n cicero avenue","0.15000000000000002","0.15000000000000002"
"LinearCombinationMatchingRule","zomato_736","yelp_2804","0.27170868347338933",,"ramen san","pannenkoeken cafe","ramen san","pannenkoeken cafe","0.2941176470588235","0.2941176470588235","59 w hubbard street","4757 n western avenue","59 w hubbard street","4757 n western avenue","0.23809523809523814","0.23809523809523814"
"LinearCombinationMatchingRule","zomato_155","yelp_2215","0.2717391304347826",,"jeni splendid ice creams","lou malnati pizzeria","jeni splendid ice creams","lou malnati pizzeria","0.25","0.25","3404 n southport avenue","1120 n state street","3404 n southport avenue","1120 n state street","0.30434782608695654","0.30434782608695654"
"LinearCombinationMatchingRule","zomato_6524","yelp_271","0.24802631578947373",,"molly","peaches hothouse","molly","peaches hothouse","0.0625","0.0625","287 third avenue","415 tompkins avenue","287 third avenue","415 tompkins avenue","0.5263157894736843","0.5263157894736843"
"LinearCombinationMatchingRule","zomato_670","yelp_2737","0.33333333333333337",,"bull bear","pueblo nuevo","bull bear","pueblo nuevo","0.33333333333333337","0.33333333333333337","431 n wells street","4342 n central avenue","431 n wells street","4342 n central avenue","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","zomato_6146","yelp_707","0.09999999999999998",,"freemans","le paddock","freemans","le paddock","0.09999999999999998","0.09999999999999998","8 rivington street","1235 prospect avenue","8 rivington street","1235 prospect avenue","0.09999999999999998","0.09999999999999998"
"LinearCombinationMatchingRule","zomato_953","yelp_2180","0.1988735919899875",,"harry caray seventh inning stretch","legno chicago","harry caray seventh inning stretch","legno chicago","0.1470588235294118","0.1470588235294118","water tower place 835 n michigan avenue level 7","4250 n central avenue","water tower place 835 n michigan avenue level 7","4250 n central avenue","0.276595744680851","0.276595744680851"
"LinearCombinationMatchingRule","zomato_3339","yelp_1912","0.14444444444444443",,"peru taste","heights deli bottle shop","peru taste","heights deli bottle shop","0.16666666666666663","0.16666666666666663","8246 louise avenue","2927 n broadway","8246 louise avenue","2927 n broadway","0.11111111111111116","0.11111111111111116"
"LinearCombinationMatchingRule","zomato_843","yelp_2076","0.23428571428571426",,"north pond","antico","north pond","antico","0.19999999999999996","0.19999999999999996","2610 n cannon drive","1946 n leavitt street","2610 n cannon drive","1946 n leavitt street","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","zomato_265","yelp_2326","0.33833992094861665",,"jake melnick corner tap","stella diner","jake melnick corner tap","stella diner","0.26086956521739135","0.26086956521739135","41 e superior street","3042 n broadway street","41 e superior street","3042 n broadway street","0.4545454545454546","0.4545454545454546"
"LinearCombinationMatchingRule","zomato_265","yelp_2325","0.14741200828157355",,"jake melnick corner tap","brianna restaurant","jake melnick corner tap","brianna restaurant","0.08695652173913049","0.08695652173913049","41 e superior street","4911 n western avenue","41 e superior street","4911 n western avenue","0.23809523809523814","0.23809523809523814"
"LinearCombinationMatchingRule","zomato_2814","yelp_1976","0.13999999999999999",,"home restaurant","guadalupe place","home restaurant","guadalupe place","0.06666666666666665","0.06666666666666665","2500 riverside drive","5028 melrose avenue","2500 riverside drive","5028 melrose avenue","0.25","0.25"
"LinearCombinationMatchingRule","zomato_3836","yelp_1585","0.10315789473684212",,"toshi sushi","ssam korean bbq","toshi sushi","ssam korean bbq","0.06666666666666665","0.06666666666666665","359 e 1st street","1040 western avenue","359 e 1st street","1040 western avenue","0.1578947368421053","0.1578947368421053"
"LinearCombinationMatchingRule","zomato_2814","yelp_1977","0.22000000000000003",,"home restaurant","open space","home restaurant","open space","0.2666666666666667","0.2666666666666667","2500 riverside drive","457 n fairfax avenue","2500 riverside drive","457 n fairfax avenue","0.15000000000000002","0.15000000000000002"
"LinearCombinationMatchingRule","zomato_7263","yelp_420","0.3025210084033613",,"banh mi saigon bakery","tartine","banh mi saigon bakery","tartine","0.19047619047619047","0.19047619047619047","198 grand street","253 w 11th street","198 grand street","253 w 11th street","0.47058823529411764","0.47058823529411764"
"LinearCombinationMatchingRule","zomato_7289","yelp_446","0.17714285714285713",,"crif dogs","freshbites","crif dogs","freshbites","0.19999999999999996","0.19999999999999996","113 saint marks place","56 e 34 street","113 saint marks place","56 e 34 street","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","zomato_2610","yelp_1792","0.17575757575757572",,"vegan house","n burger","vegan house","n burger","0.18181818181818177","0.18181818181818177","1717 wilcox avenue","9149 sepulveda boulevard","1717 wilcox avenue","9149 sepulveda boulevard","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","zomato_6505","yelp_250","0.09411764705882356",,"toro","gyu kaku japanese bbq","toro","gyu kaku japanese bbq","0.0","0.0","85 10th avenue","321 w 44th street","85 10th avenue","321 w 44th street","0.23529411764705888","0.23529411764705888"
"LinearCombinationMatchingRule","zomato_6710","yelp_430","0.19999999999999998",,"suteishi","la slowteria","suteishi","la slowteria","0.16666666666666663","0.16666666666666663","24 peck slip","548 court street","24 peck slip","548 court street","0.25","0.25"
"LinearCombinationMatchingRule","zomato_6710","yelp_431","0.05714285714285716",,"suteishi","arepa lady 2","suteishi","arepa lady 2","0.0","0.0","24 peck slip","7702 roosevelt avenue","24 peck slip","7702 roosevelt avenue","0.1428571428571429","0.1428571428571429"
"LinearCombinationMatchingRule","zomato_6079","yelp_647","0.24615384615384614",,"quality meats","breakroom","quality meats","breakroom","0.07692307692307687","0.07692307692307687","57 w 58th street","83 baxter street","57 w 58th street","83 baxter street","0.5","0.5"
"LinearCombinationMatchingRule","zomato_3295","yelp_1876","0.26952380952380955",,"otomisan","b taqueria","otomisan","b taqueria","0.09999999999999998","0.09999999999999998","2506 1 2 e 1st street","514 w 7th street","2506 1 2 e 1st street","514 w 7th street","0.5238095238095238","0.5238095238095238"
"LinearCombinationMatchingRule","zomato_3295","yelp_1877","0.41203007518796997",,"otomisan","al bea mexican food","otomisan","al bea mexican food","0.21052631578947367","0.21052631578947367","2506 1 2 e 1st street","2025 e 1st street","2506 1 2 e 1st street","2025 e 1st street","0.7142857142857143","0.7142857142857143"
"LinearCombinationMatchingRule","zomato_3802","yelp_1571","0.16399999999999998",,"little toni","chunju han il kwan","little toni","chunju han il kwan","0.16666666666666663","0.16666666666666663","4745 lankershim boulevard","3450 w 6th street ste 106","4745 lankershim boulevard","3450 w 6th street ste 106","0.16000000000000003","0.16000000000000003"
"LinearCombinationMatchingRule","zomato_2503","yelp_1685","0.10706521739130434",,"brite spot","hollywood corner","brite spot","hollywood corner","0.0625","0.0625","1918 w sunset boulevard","1156 n highland avenue","1918 w sunset boulevard","1156 n highland avenue","0.17391304347826086","0.17391304347826086"
"LinearCombinationMatchingRule","zomato_7287","yelp_444","0.07058823529411766",,"milton","coppelia","milton","coppelia","0.0","0.0","1754 2nd avenue","207 w 14th street","1754 2nd avenue","207 w 14th street","0.17647058823529416","0.17647058823529416"
"LinearCombinationMatchingRule","zomato_7287","yelp_445","0.1431578947368421",,"milton","yakitori taisho","milton","yakitori taisho","0.1333333333333333","0.1333333333333333","1754 2nd avenue","5 saint marks place","1754 2nd avenue","5 saint marks place","0.1578947368421053","0.1578947368421053"
"LinearCombinationMatchingRule","zomato_3441","yelp_1182","0.14545454545454545",,"mom tamales","stir market","mom tamales","stir market","0.18181818181818177","0.18181818181818177","3328 pasadena avenue","7475 beverly boulevard","3328 pasadena avenue","7475 beverly boulevard","0.09090909090909094","0.09090909090909094"
"LinearCombinationMatchingRule","zomato_550","yelp_2611","0.2134387351778656",,"gibsons bar steakhouse","irazu","gibsons bar steakhouse","irazu","0.18181818181818177","0.18181818181818177","1028 n rush street","1865 n milwaukee avenue","1028 n rush street","1865 n milwaukee avenue","0.26086956521739135","0.26086956521739135"
"LinearCombinationMatchingRule","zomato_3606","yelp_1370","0.08571428571428574",,"cafe pinot","slanging corea","cafe pinot","slanging corea","0.1428571428571429","0.1428571428571429","700 w 5th street","nan","700 w 5th street","nan","0.0","0.0"
"LinearCombinationMatchingRule","zomato_3606","yelp_1371","0.3095652173913043",,"cafe pinot","cafe beaujolais","cafe pinot","cafe beaujolais","0.4","0.4","700 w 5th street","1712 colorado boulevard","700 w 5th street","1712 colorado boulevard","0.17391304347826086","0.17391304347826086"
"LinearCombinationMatchingRule","zomato_444","yelp_2503","0.3438596491228071",,"matsuya","buzz bait taqueria","matsuya","buzz bait taqueria","0.2222222222222222","0.2222222222222222","3242 n clark street","1529 n wells street","3242 n clark street","1529 n wells street","0.5263157894736843","0.5263157894736843"
"LinearCombinationMatchingRule","zomato_6612","yelp_363","0.2466666666666667",,"jing fong","home made","jing fong","home made","0.11111111111111116","0.11111111111111116","20 elizabeth street","293 van brunt street","20 elizabeth street","293 van brunt street","0.44999999999999996","0.44999999999999996"
"LinearCombinationMatchingRule","zomato_2738","yelp_1894","0.171063829787234",,"xiomara melrose","metro cafe","xiomara melrose","metro cafe","0.19999999999999996","0.19999999999999996","6101 melrose avenue","hollywood production center 1149 n gower street","6101 melrose avenue","hollywood production center 1149 n gower street","0.12765957446808507","0.12765957446808507"
"LinearCombinationMatchingRule","zomato_6758","yelp_479","0.2311111111111111",,"virage","damore winebar caffe","virage","damore winebar caffe","0.19999999999999996","0.19999999999999996","118 2nd avenue","118 e 116th street","118 2nd avenue","118 e 116th street","0.2777777777777778","0.2777777777777778"
"LinearCombinationMatchingRule","zomato_6160","yelp_734","0.25999999999999995",,"pravda","patsys pizzeria","pravda","patsys pizzeria","0.1333333333333333","0.1333333333333333","281 lafayette street","450 dean street","281 lafayette street","450 dean street","0.44999999999999996","0.44999999999999996"
"LinearCombinationMatchingRule","zomato_852","yelp_2085","0.319047619047619",,"buona terra","franks n dawgs","buona terra","franks n dawgs","0.1428571428571429","0.1428571428571429","2535 n california avenue","1863 n clybourn avenue","2535 n california avenue","1863 n clybourn avenue","0.5833333333333333","0.5833333333333333"
